,Text,language
1986,shukravara madhyahna 2 gamtege shapimg yojanegala bagge theresage nenapisi.,KANNADA
1987,shukravara sarasotadalli chalanachitragalu pradarshanagolluttive,KANNADA
1988,nanu imdu kelasa madalu chatri tegedukollabeke?,KANNADA
1989,naleya havamana varadi hegittu,KANNADA
1990,shalege hoguva rastegalalli innu sakashtu himavideye?,KANNADA
1991,5 nimishagala kala taimar annu homdisi,KANNADA
1992,nanu namtara nannomdige kiruchitragalannu tarabeke?,KANNADA
1993,"nanu 1130 kke kelasa bittare, nanu detange eshtu gamtege hoguttene, oho.",KANNADA
1994,nale 4 mattu 5 kke nanage alaramgalannu homdisi,KANNADA
1995,lamdannalli disembar 7 ra havamana,KANNADA
1996,traphik tappisalu imdu beligge kelasa madalu uttama marga yavudu,KANNADA
1997,shukravaradamdu beligge 10 gamtege aph madalu alaram homdisi,KANNADA
1998,shukravara ratri market ples mal suttalu sakashtu traphik ideye?,KANNADA
1999,i guruvara samje 4 gamtege damtavaidyara balige hogalu nivu nanage j~napane madabahude?,KANNADA
2000,imdu ratri nanna pradeshadalli yava krismatas laitimg ivemtgalive,KANNADA
2001,somavara agast 6 ramdu samje 6 gamtege shala tereda manegagi j~napaneyannu homdisi,KANNADA
2002,thamge samdesha kaluhisi dayavittu nivu illige barabahude?,KANNADA
2003,taimar annu 1 nimishakke homdisi,KANNADA
2004,madhyahna 2 gamtege hustannalli traphik ideye,KANNADA
2005,phransna dakshinadalli havamana,KANNADA
2006,havamana 12/15/2017,KANNADA
2007,miyamiyimda ki vestge hogalu eshtu samaya tegedukolluttade,KANNADA
2008,nanu kamphart nirgamanadimda spars atakke phidar rasteyalli ulidare eshtu samaya tegedukolluttade?,KANNADA
2009,nildanavannu viramagolisi,KANNADA
2010,nanu samta klaritadimda bidigalalli hodare raita marukattege hogalu eshtu samaya tegedukolluttade?,KANNADA
2011,samtoshada gamtegalu,KANNADA
2012,90 ra paryayakkagi plepattiyannu madi,KANNADA
2013,nanu igale horatare illimda braitange hogalu eshtu samaya tegedukolluttade,KANNADA
2014,chanal 32 ralli prasaravaguttiruva nanna mechchina chalanachitravannu vikshisalu imdu ratri 8:00 gamtege j~napaneyannu homdisi.,KANNADA
2015,iga kyatharinge uttarisi.,KANNADA
2016,nanu dreks hosa albam annu kelalu bayasuttene,KANNADA
2017,imdu gudugu sahita maleyagabahude?,KANNADA
2018,nanna damtavaidyara nemakatiya kuritu guruvara j~napaneyannu homdisi.,KANNADA
2019,ammanige mesej madi mattu nanu braunigalannu madiddene emdu heli.,KANNADA
2020,nale belagge 6 gamtege alaram homdisi,KANNADA
2021,imdu alikallu bilalideye?,KANNADA
2022,guruvara belagge 7 gamtege alaram homdisi,KANNADA
2023,bostannalli chakolet pravasagalu,KANNADA
2024,lga traphik navikarana,KANNADA
2025,kelasada namtara svalpa letis kharidisalu nanage nenapisi.,KANNADA
2026,illimda temecula ge paryaya margagalu,KANNADA
2027,talimu taimarnimda 10 nimishagalannu tegeduhaki,KANNADA
2028,phransnalli havamana hegide?,KANNADA
2029,i hadannu nanna hesarillada plepattige ulisi.,KANNADA
2030,shaleya namtara magalannu karedukomdu hogalu j~napaneyannu raddugolisi,KANNADA
2031,60 nimishagala namtara echcharikeyannu homdisi,KANNADA
2032,mobailnalli bhanuvarada traphik paristhitigalu yavuvu,KANNADA
2033,masajnomdige omdu gamte apt homdisalu nanage nenapisi,KANNADA
2034,illimda dali myusiyamge eshtu samaya,KANNADA
2035,bhanuvaradamdu atlamtik nagarakke railinalli prayana eshtu samaya,KANNADA
2036,adu bisiyagalideye?,KANNADA
2037,nanu nanna vekap alaram annu bere samayakke badalayisabekagide.,KANNADA
2038,charliya phon samkhyeyannu keluttiruva ammanige samdesha.,KANNADA
2039,belagge 6 gamtege alaram homdisi,KANNADA
2040,koneya echcharikeyannu alisi,KANNADA
2041,kesi dauntaunnamte traphik hegide,KANNADA
2042,taimarge omdu gamte serisi,KANNADA
2043,somavara samje 5 gamtege alaram homdisi,KANNADA
2044,samje 7 gamtege alaram raddugolisi,KANNADA
2045,dayavittu taimar annu punararambhisalaguttide,KANNADA
2046,nanu ivattu homdisiruva alaramgalannu nanage torisi,KANNADA
2047,chalaneyalliruva taimarnalli eshtu nimishagalu ulidive?,KANNADA
2048,varada nanna rimaimdargalannu nanage torisi.,KANNADA
2049,nanu asvasthanagiddene addarimda dayavittu naleya j~napanegalannu alisi.,KANNADA
2050,hadu virama,KANNADA
2051,nanu 7 gamtege horatare nanu ramcho kukamomgage hogalu eshtu samaya tegedukolluttade,KANNADA
2052,nanu manege baruvavarege eshtu samaya,KANNADA
2053,i rasteyalli enadaru gumdigaliveye,KANNADA
2054,bemtlisge hogalu nanu an maduva rasteya hesarenu?,KANNADA
2055,prastuta traphik paristhitigalomdige nanu madhyahnada modalu mukhya rastege hogabahude?,KANNADA
2056,nanage chatri beke?,KANNADA
2057,partiyannu raddu madalu lisalige heli.,KANNADA
2058,richmamdge hogalu eshtu samaya tegedukolluttade,KANNADA
2059,telar svipht pattanakke baruttane,KANNADA
2060,vibhinna sthitiyimda chatgalannu odi.,KANNADA
2061,maikna kelasadimda itihasa myusiyam eshtu duradallide?,KANNADA
2062,varamtyada ella alaramgalannu alisi.,KANNADA
2063,imdu ratri imel jange j~napaneyannu raddugolisi,KANNADA
2064,10 nimishagala kaumtdaun annu prarambhisi,KANNADA
2065,nale beligge 8 gamtege alaram alisi,KANNADA
2066,traphik suttalu bere margavideye,KANNADA
2067,i ritiya hechchina samgita,KANNADA
2068,shukravarada alaram raddugolisi,KANNADA
2069,nale samje 4 gamtege alaram rachisi.,KANNADA
2070,beligge 8 gamtege shubhodaya alaram homdisi,KANNADA
2071,chamdamaruta yavaga baruttade?,KANNADA
2072,phloridadalli koneya hima yavaga,KANNADA
2073,idu sanna havamanavagide,KANNADA
2074,dayavittu me 27 ramdu madhyaratriyimda 10 nimishagalavarege nanage alaram rachisi,KANNADA
2075,taimar annu 15 nimishagala kala homdisi,KANNADA
2076,nanu karnivalge begane baruttene emdu anitage tilisi,KANNADA
2077,prati 20 nimishagaligomme nanna alaram annu rimg madalu homdisi,KANNADA
2078,portlyamdnimda siyatalge samchara hegide,KANNADA
2079,marunirupaneyannu (plebak) alpaviramisu (pas),KANNADA
2080,mumdina 14 ramdu samje 5 gamtege nivu nannannu gadiyara madabahude?,KANNADA
2081,imdu kyaliphorniyadalli havamana hegide?,KANNADA
2082,nyuyarknalli atyuttama bradve pradarshanagalu,KANNADA
2083,nanna shanivarada alaram annu aph madi.,KANNADA
2084,"tonyage samdeshavannu kaluhisi, akeya ulida vastugalannu padeyalu avalu baruttira emdu kelalu",KANNADA
2085,afest gagi pyak madalu j~napaneyannu homdisi,KANNADA
2086,i timgalu bitals tribyut byamd philadelphiya,KANNADA
2087,nanna draiv manege eshtu samaya emdu nanage tilisi,KANNADA
2088,beligge 5 gamtege alaram set annu alisi,KANNADA
2089,dayavittu nanna ella alaramgalannu alisi.,KANNADA
2090,"ammanige nanu 2019 ivattu baruttiddene, lav yu emdu samdesha kaluhisi",KANNADA
2091,hechchu gudugu sahita male baralide,KANNADA
2092,nanna otadalli eshtu samaya ulidide,KANNADA
2093,apal vyalige prastuta draiv samaya yavudu,KANNADA
2094,mopac` nalli traphik kettadagide,KANNADA
2095,i - 75 nalli eshtu traphik ide,KANNADA
2096,nanna damtavaidyara apayimtmemt annu nigadipadisuva 30 nimishagala modalu nanage nenapisi.,KANNADA
2097,imdu karinalli gyas padeyalu nanage nenapisi.,KANNADA
2098,nanu 7 gamtege maneyimda horatare nanu eshtu gamtege ketiya manege hoguttene,KANNADA
2099,taimar annu illi nillisi (nirdishta samayavannu namudisi),KANNADA
2100,omdu 10 nimishagala samaya mattu omdu 40 nimishagala taimar annu homdisi,KANNADA
2101,beligge 6 gamtege alaram homdisi,KANNADA
2102,nivu nanna ella alaramgalannu alisabahude?,KANNADA
2103,sagarada munsuchane enu?,KANNADA
2104,shukravarada alaram annu 3: 30 rimda 4: 00 kke badalayisi,KANNADA
2105,hechchu hana kharchagada nanu imdu ratri enu madabahudu,KANNADA
2106,taimar annu 8 nimishagala kala vilambagolisi,KANNADA
2107,dayavittu budhavaradamdu homdisalada alaramgalannu pradarshisi.,KANNADA
2108,mamgalavara phon bil annu mel madalu nanage nenapisi.,KANNADA
2109,ninneyimda nanna koneya j~napaneyannu torisu.,KANNADA
2110,bogota vishvada atyamta ketta samcharagalalli omdagide,KANNADA
2111,nadurasteyalli snobyamknalli silukiruvaga tair annu hege saripadisuvudu emdu chakge keli,KANNADA
2112,dauntaun sinsinattige nirmanavannu haduhogadeye nirdeshanagalannu padeyiri,KANNADA
2113,nirina philtar annu badalayisalu timgaligomme marukalisuva j~napaneyannu homdisi.,KANNADA
2114,yava samayakke male bilalide?,KANNADA
2115,agast 21 ramdu dakshina kerolinada charlstannalli maleyaguva sadhyategalu yavuvu,KANNADA
2116,5 nimishagala kala taimar annu punararambhisi.,KANNADA
2117,nale hechchina taylet pepar annu ardar madalu nanage nenapisi.,KANNADA
2118,nanu 2 gamtege illimda horatare nanu panama siti bichge eshtu gamtege hoguttene . mi .,KANNADA
2119,keuneya hadu,KANNADA
2120,nanu julai ivemtge hajaraguvudilla emdu pyatiya kekgalige samdesha kaluhisi.,KANNADA
2121,nanna taimargalannu ottugudisi,KANNADA
2122,samchara dayavittu mattu dhanyavadagalu,KANNADA
2123,modala samdeshakke thambs daun mulaka pratikriyisi,KANNADA
2124,35 nimishagalalli chikan annu tirugisi,KANNADA
2125,ajji junnimda ittichina pathyagalannu padedukolli,KANNADA
2126,prati shanivara madhyahna 12 gamtege alaram barisi,KANNADA
2127,nanna taimar annu 30 sekemdugalalli homdisi,KANNADA
2128,ratri 10 gamtege nanna karyakramakkagi tivi an madalu 10 nimishagala modalu nannannu echcharisi,KANNADA
2129,nale madhyahnakke alaram homdisi,KANNADA
2130,huttuhabbada shubhashayagalannu kaluhisalu nanage nenapisi,KANNADA
2131,"jaksanville, nc nimda gyatlinbargge vegavada marga yavudu?",KANNADA
2132,yavaga mumdina raja tat pradarshana,KANNADA
2133,signalnimda nanna chikkappa re avara samdeshavannu nodalu nanu bayasuttene,KANNADA
2134,mumdina hadige terali,KANNADA
2135,atlamtik karavaliyalli yava sthalavu imdu bechchagiruttade,KANNADA
2136,yunaited stetsnimda guvam eshtu duradallide,KANNADA
2137,nanna prastuta taimarge 10 nimishagalannu serisi.,KANNADA
2138,nanna ella alaramgalannu alisi,KANNADA
2139,samudaya raja pakshagalu,KANNADA
2140,dishvashar annu prarambhisalu tailar annu omdu gamteyalli nenapisi,KANNADA
2141,vetgagi echcharikeyannu alisi,KANNADA
2142,ella setuve klab j~napanegalannu tegeduhaki,KANNADA
2143,miyamiyimda nyuyarkge eshtu duravide,KANNADA
2144,mamgalavara madhyahna 12 gamtege vaidyara nemakatiyannu nenapisi,KANNADA
2145,navu imdu alikallu padeyaliddeveye?,KANNADA
2146,saseksge samchara hege,KANNADA
2147,nale ratri 10 gamtege j~napaneyannu homdisi,KANNADA
2148,samje 6 gamtege havamana hegiruttade?,KANNADA
2149,mumdina somavarakke nanu enannadaru nigadipadisideye?,KANNADA
2150,syan diyagodimda syan phransiskoge eshtu mailugalu,KANNADA
2151,ella alaramgalannu torisi,KANNADA
2152,maik nanage mesej madideye?,KANNADA
2153,navu eshtu imchugalashtu himavannu nirikshisabeku?,KANNADA
2154,42 nimishagala kala taimar annu hege homdisuvudu?,KANNADA
2155,nivu shipharasu maduva nildanavannu ple madi,KANNADA
2156,bich parvatakkagi nanu jaket annu pyak madabeke?,KANNADA
2157,kadalatirada samchara hegide,KANNADA
2158,nanu bichge bas athava tyaksi tegedukollalu idu vegavagideye?,KANNADA
2159,ivattu ratri yavaga kattalaguttade,KANNADA
2160,yavaga chamdamarutada rritu,KANNADA
2161,maleyimda pravaha umtaguvude?,KANNADA
2162,disembar 21 mattu 22 ne guruvara mattu shukravaradamdu dauntaun detrayitnallina maskvered ghatanegalannu nanage tilisi,KANNADA
2163,7 gamteya badalu nale 6 gamtege nannannu echcharisi.,KANNADA
2164,imdu ratri nanna karannu saripadisalu j~napaneyannu alisi.,KANNADA
2165,makkaligagi yavude rajadinada ghatanegalu,KANNADA
2166,himapatada echcharike ideye,KANNADA
2167,nyu meksikodalli tapamana eshtu?,KANNADA
2168,imdu samje traphik jastiyagide,KANNADA
2169,shukravara madhyahna 3 gamtege pik ap kids emba alaram madi,KANNADA
2170,"aleksa, ammanige dhanyavada helu.",KANNADA
2171,eshtu samayadavarege traphik nanna draiv annu hechchisuttade,KANNADA
2172,sharlet mattu hamtarsville naduvina amtara eshtu,KANNADA
2173,shedyulimg rimaimdar annu homdisi.,KANNADA
2174,narmannalli elli nirmanavagide,KANNADA
2175,mumdina vara nanna alaramgalu yavuvu?,KANNADA
2176,reli mattu darham naduvina samchara hegide,KANNADA
2177,traphik hegide,KANNADA
2178,nanage prati alaram torisi,KANNADA
2179,krismas dinada tapamanavannu hamchikolli.,KANNADA
2180,krayongalannu kharidisalu j~napaneyannu alisi,KANNADA
2181,nale makkalannu karedukomdu hogalu rimaimdar annu alisi.,KANNADA
2182,nivu spatiphainalli nanna plepattiyannu ple madabahude?,KANNADA
2183,i vara shitada mumbhaga baruttideye?,KANNADA
2184,nanna maneyimda 3 mailigala olage yavude traphik ideye,KANNADA
2185,nyuyarknimda kyaliphorniyage eshtu mailugalu,KANNADA
2186,modalinimdalu hadannu riple madi,KANNADA
2187,nanage dainamdina j~napanegalannu torisi,KANNADA
2188,nanna sodara mavanige dayavittu nanna janmadinada shubhashayagalannu heli.,KANNADA
2189,nanna samdeshakke duhkhada pratikriyeyannu serisi,KANNADA
2190,utada samayakke alaram homdisi,KANNADA
2191,ella alaramgalannu snuj madi,KANNADA
2192,higgins sarovarada tapamana enu?,KANNADA
2193,aphestgagi pyak madalu rimaimdar homdisi emdu nanu helide,KANNADA
2194,prastuta taimar annu viramagolisi,KANNADA
2195,echcharagollu emba alaram annu rachisi mattu nale beligge 9 gamtege amche kacherige hogi.,KANNADA
2196,nanna taimar annu punararambhisi,KANNADA
2197,kasavannu horategeyalu 7 gamtege j~napaneyannu homdisi.,KANNADA
2198,mumdina vara amamda avaromdige nanna rimaimdargalu yavuvu?,KANNADA
2199,prati 2ne shanivara samje 4 gamtege aph aguva alaram annu rachisi,KANNADA
2200,i vara yavude mojina kridakutagalu,KANNADA
2201,omdu timgala kala pratidina madhyahna mattu samje 6 gamtege alaram madi,KANNADA
2202,kelavu talimu samgitavannu ple madi.,KANNADA
2203,nanna sahodarige omdu dinada udugoreyannu kharidisalu nanage nenapisi,KANNADA
2204,chikago mattu detrayit naduve eshtu mailugalu,KANNADA
2205,nalegagi alaram annu nivarisi,KANNADA
2206,samdesha,KANNADA
2207,imdu eshtu bisiyagiruttade?,KANNADA
2208,bhanuvara bramchgagi 9 : 30 am kke hosa saptahika j~napaneyannu serisi,KANNADA
2209,dyanige samdesha kaluhisi mattu avanu kamik kange hogalu bayasuttaneye emdu nodi,KANNADA
2210,2 gamtegala kala echcharikeyannu homdisi,KANNADA
2211,nilgagi kek tayarisalu j~napaneyannu kollu,KANNADA
2212,dayavittu nanna chat vinamtigalannu himpadeyiri,KANNADA
2213,"nanu ratri 9 gamtege illimda horatare, nanu ratri 11 gamtege taipege hogutteneye?",KANNADA
2214,pensakoladalli i varamtyadalli uchitavagi madabekada kelasagalu,KANNADA
2215,ivattu chaliyagalideye,KANNADA
2216,nanu traphiknalli silukikomdiddene emdu krisge samdesha kaluhisi,KANNADA
2217,dayavittu taimar annu 50 nimishagala kala homdisi,KANNADA
2218,samje 7 gamteya echcharikeyannu alisi,KANNADA
2219,"beligge 9 gamtege modalu iruva ella kelasada j~napanegalannu tegeduhaki. , dayavittu .",KANNADA
2220,syan phransiskodalli mumdina vara tapamana c,KANNADA
2221,6 : 10 kke alaram raddugolisi,KANNADA
2222,nivu iruva ritiyalliye hadannu punaravartisi,KANNADA
2223,bhari traphiknalli nanu allige hogalu eshtu samaya tegedukolluttade,KANNADA
2224,90 ra dashakada hadugala plepattiyannu rachisi,KANNADA
2225,baltimornalli havamana hegide,KANNADA
2226,myajik 93 payimt 7 annu adalu prarambhisi,KANNADA
2227,shotaimnalli autlyamdar velapatti,KANNADA
2228,imdu eshtu ardravagide,KANNADA
2229,prati somavara belagge 6 mattu samje 5 gamtege alaram rachisi,KANNADA
2230,80 ra dashakavannu matra adi,KANNADA
2231,dayavittu i hadannu viramagolisi.,KANNADA
2232,imdu ratri 6 gamtege havamanada bagge heli?,KANNADA
2233,imdu maleyagabahudu emdu ninne havamana taj~naru heliddare. imdu havamana hegide?,KANNADA
2234,madhyahna 1 : 45 gamtege 15 nimishagala taimar annu nigadipadisi,KANNADA
2235,ardrate enu,KANNADA
2236,besbal atavannu vikshisalu madhyahna 3 gamtege j~napaneyannu homdisi,KANNADA
2237,80 ra samgitavannu ple madi,KANNADA
2238,dayavittu homdisalada alaramgalannu nanage torisi.,KANNADA
2239,nanna kelasada taimar annu 10 nimishagalalli punararambhisi.,KANNADA
2240,nanu imdu sharts dharisabeke?,KANNADA
2241,ratri 10 gamtege echcharikeyannu homdisi,KANNADA
2242,nanu chatri tarabeke?,KANNADA
2243,vaidyarige j~napaneyannu homdisi,KANNADA
2244,imdu samje male bilalideye &gt;,KANNADA
2245,nalegagi akashavu bisilinallideye,KANNADA
2246,pattiyalli mumdina hadannu ple madi,KANNADA
2247,what &#39;sapp tereyiri mattu pathyavannu kaluhisi.,KANNADA
2248,sauthimgtannalli apal koylu utsavakke heddari athava himdina rastegalannu tegedukolluvudu tvaritave?,KANNADA
2249,nanu bush avara hadannu kelabahude?,KANNADA
2250,guruvara ratri 7 gamtege navu atavannu homdiddeve emdu kutumbada gumpinalliruva ellarigu nenapisi.,KANNADA
2251,imdu ratri 11 gamtege nanna alaram homdisi,KANNADA
2252,mumdina blij kan ivemt yavaga,KANNADA
2253,mamgalavara nanage 8 : 45 mattu 9 : 17 kke alaram nidi,KANNADA
2254,1 nalli nanage nenapisi. 00pm,KANNADA
2255,i varamtyadalli nanna hattira bramch speshal,KANNADA
2256,syan amtoniyodimda galvestan eshtu duradallide?,KANNADA
2257,madhyahnada havamana hegiruttade?,KANNADA
2258,rajeya ghatanegalu,KANNADA
2259,i varamtyadalli shamghai tapamana si,KANNADA
2260,shukravara samje 5 gamtege alaram rachisi,KANNADA
2261,5 nimishagalalli taimar annu maruprarambhisi,KANNADA
2262,tap 10 atyuttama rap hadugalannu ple madi,KANNADA
2263,huttuhabbada parti rimaimdar annu alisi.,KANNADA
2264,imdu maleyaguva sadhyate eshtu?,KANNADA
2265,hosa go tu slip alaram annu rachisi.,KANNADA
2266,5 shirshikeya kelasakkagi alaram homdisi,KANNADA
2267,i varamtyadalli havamana hegiruttade?,KANNADA
2268,3 dinagalalli havamana hegiruttade,KANNADA
2269,dayavittu krismas samgitavannu ple madi,KANNADA
2270,5 gamtege nannannu bhetiyagalu heli.,KANNADA
2271,nanu i tukavannu yavaga mugisiddene,KANNADA
2272,himdina taimar annu alisi mattu hosadannu serisi.,KANNADA
2273,i varamtyadalli verijhon thiyetarnalli ella samgita kacherigalannu patti madi,KANNADA
2274,shukravara ratri amc yunivarsalnalli yava chalanachitragalu ple aguttive,KANNADA
2275,mumbaruva sharatkaladalli modala himavannu yavaga uhisalagide,KANNADA
2276,prati timgala 3ne tarikhinamdu jim sadasyatvavannu pavatisalu masika echcharikeyannu homdisi,KANNADA
2277,natali sumdaravagiddale emdu phesbuknalli samdesha kaluhisi.,KANNADA
2278,budhavara 7 kke alaramgalannu homdisi. belagge 30 mattu 8. 00am,KANNADA
2279,shukravaradamdu homdisalada yavude alaramgalannu nanage torisi.,KANNADA
2280,nanu railannu tegedukomdare nanu samayakke nanna vaidyarannu apayimtmemt madutteneye?,KANNADA
2281,tarkiyalli shakhada ale ideye?,KANNADA
2282,prati 30 nimishagaligomme alaram homdisi.,KANNADA
2283,imdu samje 5 gamtege dinasigalannu tegedukollalu nanage nenapisi,KANNADA
2284,nanu idiga svalpa jajh samgitavannu kelabahude?,KANNADA
2285,nale beligge 9 gamtege tanna vaidyara apayimtmemtge hogalu tayige nenapisi.,KANNADA
2286,i ritiya innashtu hadugalannu ple madi,KANNADA
2287,imdu yava vegadalli gali bisuttide?,KANNADA
2288,vadhuvina shavargagi gyabiyannu kharidisiddannu keluva mulaka linetge samdesha kaluhisi,KANNADA
2289,nivu taimar annu amanatugolisabahudu,KANNADA
2290,nanu j~napaneyannu athava mamgalavaravannu homdisabekagide,KANNADA
2291,nale besaidnalli enu maduvudu khushiyaguttade,KANNADA
2292,budhavara beligge 8 gamtege mattu madhyahna 4 gamtege eradu alaramgalannu rachisi,KANNADA
2293,taimar annu matte prarambhisi.,KANNADA
2294,iga bostannalli enu nadeyuttide,KANNADA
2295,dayavittu somavarada havamanavannu nanage nidi,KANNADA
2296,imdu ratri kadime enu,KANNADA
2297,devidge vegavagi hogalu nanu muktamargavannu tegedukollabeke?,KANNADA
2298,nanna hattira vain ruchi,KANNADA
2299,nanu limkin parkna koneya albam annu kelalu bayasuttene,KANNADA
2300,somavara belagge 6 gamtege eddelalu echcharikeyannu ayojisi,KANNADA
2301,domt stap mi nau annu adalu spotify ge heli,KANNADA
2302,nanna koneya samaya yavudu?,KANNADA
2303,nanu namtara bab jote matanadabeku ; nivu 5:00 kke nanage nenapisabahude?,KANNADA
2304,nagarakke samchara dattane adhikavagide,KANNADA
2305,stesi an lain mulaka parishilisi,KANNADA
2306,i timgalu yavude mojina hosa varshada partigalu,KANNADA
2307,taimar an agiruvaga karegalannu nirlakshisi,KANNADA
